name	Library	Distal	Min_35	Min_10	Prox.Core	Condition	Expression	Sym
COMBO-lacO2-minus35_31A_32C-minus10cons-lacO2	COMBO	lacO2	minus35_31A_32C	minus10cons	lacO2	Induced	13.5164235574376	No
COMBO-lacOsym-minus35cons-minus10_12A-lacOscram	COMBO	lacOsym	minus35cons	minus10_12A	lacOscram	Induced	1.8289025422612	No
COMBO-lacO1-minus35_31A_32C-minus10cons-lacOsym	COMBO	lacO1	minus35_31A_32C	minus10cons	lacOsym	Induced	4.54701859930575	Yes
COMBO-lacO1-minus35_30C_33T-minus10cons-lacOscram	COMBO	lacO1	minus35_30C_33T	minus10cons	lacOscram	Induced	1.41730952515974	No
COMBO-lacO2-minus35cons-minus10_12G-lacO3	COMBO	lacO2	minus35cons	minus10_12G	lacO3	Induced	2.63944736012754	No
COMBO-lacO2-minus35_30C_33T-minus10cons-lacO3	COMBO	lacO2	minus35_30C_33T	minus10cons	lacO3	Induced	0.895599073637574	No
COMBO-lacO3-minus35cons-minus10_7A-lacOsym	COMBO	lacO3	minus35cons	minus10_7A	lacOsym	Induced	1.51060758684458	Yes
COMBO-lacO2-minus35cons-minus10cons-lacOscram	COMBO	lacO2	minus35cons	minus10cons	lacOscram	Induced	7.84962535356142	No
COMBO-lacOsym-minus35cons-minus10cons-lacOsym	COMBO	lacOsym	minus35cons	minus10cons	lacOsym	Induced	6.77160809476949	Yes
COMBO-lacO1-minus35cons-minus10cons-lacO2	COMBO	lacO1	minus35cons	minus10cons	lacO2	Induced	17.21155489989	No
COMBO-lacOsym-minus35cons-minus10_12G-lacO3	COMBO	lacOsym	minus35cons	minus10_12G	lacO3	Induced	2.22176598954547	No
COMBO-lacOsym-minus35cons-minus10_7A-lacO3	COMBO	lacOsym	minus35cons	minus10_7A	lacO3	Induced	1.32141392868857	No
COMBO-lacO3-minus35_31A_32C-minus10cons-lacOscram	COMBO	lacO3	minus35_31A_32C	minus10cons	lacOscram	Induced	3.77310797277169	No
COMBO-lacO3-minus35cons-minus10_12A-lacOsym	COMBO	lacO3	minus35cons	minus10_12A	lacOsym	Induced	1.06113973080417	Yes
COMBO-lacOscram-minus35cons-minus10_12A-lacOscram	COMBO	lacOscram	minus35cons	minus10_12A	lacOscram	Induced	1.26432147054165	No
COMBO-lacO2-minus35cons-minus10_12G-lacO2	COMBO	lacO2	minus35cons	minus10_12G	lacO2	Induced	2.38915186715748	No
COMBO-lacOsym-minus35_30C_33T-minus10cons-lacO3	COMBO	lacOsym	minus35_30C_33T	minus10cons	lacO3	Induced	1.56508513713704	No
COMBO-lacOsym-minus35cons-minus10cons-lacO2	COMBO	lacOsym	minus35cons	minus10cons	lacO2	Induced	48.271920931559	No
COMBO-lacOscram-minus35_33T-minus10cons-lacO3	COMBO	lacOscram	minus35_33T	minus10cons	lacO3	Induced	4.19165705003622	No
COMBO-lacOsym-minus35_33T-minus10cons-lacOsym	COMBO	lacOsym	minus35_33T	minus10cons	lacOsym	Induced	0.201342079418805	Yes
COMBO-lacOscram-minus35cons-minus10cons-lacO3	COMBO	lacOscram	minus35cons	minus10cons	lacO3	Induced	10.9443623085708	No
COMBO-lacOsym-minus35cons-minus10_12G-lacO2	COMBO	lacOsym	minus35cons	minus10_12G	lacO2	Induced	2.61327327032177	No
COMBO-lacO3-minus35_33T-minus10cons-lacO3	COMBO	lacO3	minus35_33T	minus10cons	lacO3	Induced	6.02892516100377	No
COMBO-lacO2-minus35cons-minus10_7A-lacO1	COMBO	lacO2	minus35cons	minus10_7A	lacO1	Induced	1.48719674362866	No
COMBO-lacOscram-minus35cons-minus10_7A-lacOsym	COMBO	lacOscram	minus35cons	minus10_7A	lacOsym	Induced	1.03979181605338	Yes
COMBO-lacOsym-minus35_31A_32C-minus10cons-lacOscram	COMBO	lacOsym	minus35_31A_32C	minus10cons	lacOscram	Induced	4.8551151485525	No
COMBO-lacO3-minus35_30C_33T-minus10cons-lacOscram	COMBO	lacO3	minus35_30C_33T	minus10cons	lacOscram	Induced	1.54677666576046	No
COMBO-lacO1-minus35_31A_32C-minus10cons-lacOscram	COMBO	lacO1	minus35_31A_32C	minus10cons	lacOscram	Induced	7.77741761078615	No
COMBO-lacOscram-minus35cons-minus10_12A-lacO3	COMBO	lacOscram	minus35cons	minus10_12A	lacO3	Induced	1.93929278503402	No
COMBO-lacOsym-minus35cons-minus10_7A-lacO2	COMBO	lacOsym	minus35cons	minus10_7A	lacO2	Induced	1.79303526066297	No
COMBO-lacO3-minus35cons-minus10_12G-lacOscram	COMBO	lacO3	minus35cons	minus10_12G	lacOscram	Induced	3.81295386943748	No
COMBO-lacO1-minus35_30C_33T-minus10cons-lacO2	COMBO	lacO1	minus35_30C_33T	minus10cons	lacO2	Induced	0.827275030693327	No
COMBO-lacO3-minus35cons-minus10_7A-lacOscram	COMBO	lacO3	minus35cons	minus10_7A	lacOscram	Induced	8.09999510897384	No
COMBO-lacO2-minus35_30C_33T-minus10cons-lacO2	COMBO	lacO2	minus35_30C_33T	minus10cons	lacO2	Induced	2.94282355960588	No
COMBO-lacO1-minus35_33T-minus10cons-lacOscram	COMBO	lacO1	minus35_33T	minus10cons	lacOscram	Induced	4.62686844490646	No
COMBO-lacOsym-minus35cons-minus10_12A-lacO1	COMBO	lacOsym	minus35cons	minus10_12A	lacO1	Induced	0.405384035832857	No
COMBO-lacO3-minus35cons-minus10_7A-lacO3	COMBO	lacO3	minus35cons	minus10_7A	lacO3	Induced	3.23093893551294	No
COMBO-lacOscram-minus35_31A_32C-minus10cons-lacO1	COMBO	lacOscram	minus35_31A_32C	minus10cons	lacO1	Induced	5.32680990225863	No
COMBO-lacOscram-minus35cons-minus10_7A-lacOscram	COMBO	lacOscram	minus35cons	minus10_7A	lacOscram	Induced	8.45276906603484	No
COMBO-lacO2-minus35cons-minus10_7A-lacOscram	COMBO	lacO2	minus35cons	minus10_7A	lacOscram	Induced	3.43516171019568	No
COMBO-lacO2-minus35cons-minus10_12A-lacO3	COMBO	lacO2	minus35cons	minus10_12A	lacO3	Induced	1.55976129582268	No
COMBO-lacO1-minus35cons-minus10cons-lacOscram	COMBO	lacO1	minus35cons	minus10cons	lacOscram	Induced	30.5857505707963	No
COMBO-lacOscram-minus35cons-minus10_12G-lacOscram	COMBO	lacOscram	minus35cons	minus10_12G	lacOscram	Induced	5.50101485226674	No
COMBO-lacOsym-minus35cons-minus10_7A-lacO1	COMBO	lacOsym	minus35cons	minus10_7A	lacO1	Induced	1.95720843300974	No
COMBO-lacOsym-minus35cons-minus10_12G-lacO1	COMBO	lacOsym	minus35cons	minus10_12G	lacO1	Induced	2.9501999884622	No
COMBO-lacO1-minus35_30C_33T-minus10cons-lacOsym	COMBO	lacO1	minus35_30C_33T	minus10cons	lacOsym	Induced	0.682822730707379	Yes
COMBO-lacO2-minus35cons-minus10_7A-lacO2	COMBO	lacO2	minus35cons	minus10_7A	lacO2	Induced	6.87271663731452	No
COMBO-lacOscram-minus35cons-minus10_12G-lacOsym	COMBO	lacOscram	minus35cons	minus10_12G	lacOsym	Induced	2.96786236302995	Yes
COMBO-lacOscram-minus35_31A_32C-minus10cons-lacOscram	COMBO	lacOscram	minus35_31A_32C	minus10cons	lacOscram	Induced	6.23301565108216	No
COMBO-lacO2-minus35cons-minus10_12A-lacOsym	COMBO	lacO2	minus35cons	minus10_12A	lacOsym	Induced	1.57294364688336	Yes
COMBO-lacOscram-minus35cons-minus10_7A-lacO1	COMBO	lacOscram	minus35cons	minus10_7A	lacO1	Induced	1.47452305023316	No
COMBO-lacOscram-minus35cons-minus10_12G-lacO1	COMBO	lacOscram	minus35cons	minus10_12G	lacO1	Induced	2.91026521017373	No
COMBO-lacO1-minus35_30C_33T-minus10cons-lacO3	COMBO	lacO1	minus35_30C_33T	minus10cons	lacO3	Induced	1.24354196720454	No
COMBO-lacO1-minus35cons-minus10_12A-lacOscram	COMBO	lacO1	minus35cons	minus10_12A	lacOscram	Induced	1.5278437270757	No
COMBO-lacO3-minus35cons-minus10_7A-lacO1	COMBO	lacO3	minus35cons	minus10_7A	lacO1	Induced	2.55542588062748	No
COMBO-lacO1-minus35_30C_33T-minus10cons-lacO1	COMBO	lacO1	minus35_30C_33T	minus10cons	lacO1	Induced	1.00613730167295	No
COMBO-lacO3-minus35_31A_32C-minus10cons-lacOsym	COMBO	lacO3	minus35_31A_32C	minus10cons	lacOsym	Induced	3.85716582845593	Yes
COMBO-lacO1-minus35cons-minus10_12A-lacO2	COMBO	lacO1	minus35cons	minus10_12A	lacO2	Induced	0.740534845517154	No
COMBO-lacO3-minus35cons-minus10_12A-lacO2	COMBO	lacO3	minus35cons	minus10_12A	lacO2	Induced	1.22216313465618	No
COMBO-lacO1-minus35cons-minus10_7A-lacO1	COMBO	lacO1	minus35cons	minus10_7A	lacO1	Induced	2.34419110721861	No
COMBO-lacO2-minus35_33T-minus10cons-lacO2	COMBO	lacO2	minus35_33T	minus10cons	lacO2	Induced	4.0710143271197	No
COMBO-lacOscram-minus35_33T-minus10cons-lacOscram	COMBO	lacOscram	minus35_33T	minus10cons	lacOscram	Induced	1.9266251543247	No
COMBO-lacO1-minus35_33T-minus10cons-lacO1	COMBO	lacO1	minus35_33T	minus10cons	lacO1	Induced	2.83617082399926	No
COMBO-lacOscram-minus35cons-minus10_12A-lacO2	COMBO	lacOscram	minus35cons	minus10_12A	lacO2	Induced	1.98750400267375	No
COMBO-lacOsym-minus35_31A_32C-minus10cons-lacO1	COMBO	lacOsym	minus35_31A_32C	minus10cons	lacO1	Induced	5.17157297645742	No
COMBO-lacO2-minus35_31A_32C-minus10cons-lacO3	COMBO	lacO2	minus35_31A_32C	minus10cons	lacO3	Induced	9.12532015429599	No
COMBO-lacO2-minus35cons-minus10_7A-lacO3	COMBO	lacO2	minus35cons	minus10_7A	lacO3	Induced	2.22668087208154	No
COMBO-lacO2-minus35_31A_32C-minus10cons-lacOscram	COMBO	lacO2	minus35_31A_32C	minus10cons	lacOscram	Induced	5.79587057874421	No
COMBO-lacO2-minus35cons-minus10_12A-lacOscram	COMBO	lacO2	minus35cons	minus10_12A	lacOscram	Induced	3.58192388966383	No
COMBO-lacOscram-minus35cons-minus10cons-lacO1	COMBO	lacOscram	minus35cons	minus10cons	lacO1	Induced	22.4971380434897	No
COMBO-lacO2-minus35cons-minus10_12G-lacO1	COMBO	lacO2	minus35cons	minus10_12G	lacO1	Induced	1.32152697985897	No
COMBO-lacOscram-minus35_31A_32C-minus10cons-lacO2	COMBO	lacOscram	minus35_31A_32C	minus10cons	lacO2	Induced	6.57100566272393	No
COMBO-lacO1-minus35_33T-minus10cons-lacOsym	COMBO	lacO1	minus35_33T	minus10cons	lacOsym	Induced	1.26533828573253	Yes
COMBO-lacO2-minus35_33T-minus10cons-lacOsym	COMBO	lacO2	minus35_33T	minus10cons	lacOsym	Induced	2.444241400755	Yes
COMBO-lacO2-minus35cons-minus10_7A-lacOsym	COMBO	lacO2	minus35cons	minus10_7A	lacOsym	Induced	2.59210995402946	Yes
COMBO-lacO1-minus35cons-minus10_12G-lacO2	COMBO	lacO1	minus35cons	minus10_12G	lacO2	Induced	4.6385367536223	No
COMBO-lacO3-minus35_30C_33T-minus10cons-lacO1	COMBO	lacO3	minus35_30C_33T	minus10cons	lacO1	Induced	1.56145617116017	No
COMBO-lacOsym-minus35_30C_33T-minus10cons-lacO2	COMBO	lacOsym	minus35_30C_33T	minus10cons	lacO2	Induced	1.06392381018921	No
COMBO-lacO1-minus35cons-minus10_7A-lacOscram	COMBO	lacO1	minus35cons	minus10_7A	lacOscram	Induced	4.9435290356134	No
COMBO-lacOsym-minus35_33T-minus10cons-lacOscram	COMBO	lacOsym	minus35_33T	minus10cons	lacOscram	Induced	3.0740339693046	No
COMBO-lacO2-minus35cons-minus10_12A-lacO1	COMBO	lacO2	minus35cons	minus10_12A	lacO1	Induced	2.72240294190323	No
COMBO-lacO2-minus35_31A_32C-minus10cons-lacO1	COMBO	lacO2	minus35_31A_32C	minus10cons	lacO1	Induced	10.9995866855808	No
COMBO-lacO1-minus35cons-minus10_12G-lacO1	COMBO	lacO1	minus35cons	minus10_12G	lacO1	Induced	2.58006900474871	No
COMBO-lacO1-minus35_33T-minus10cons-lacO2	COMBO	lacO1	minus35_33T	minus10cons	lacO2	Induced	2.18352556764764	No
COMBO-lacO3-minus35cons-minus10_12G-lacO3	COMBO	lacO3	minus35cons	minus10_12G	lacO3	Induced	3.4767147731544	No
COMBO-lacO2-minus35_33T-minus10cons-lacO3	COMBO	lacO2	minus35_33T	minus10cons	lacO3	Induced	2.99561891742343	No
COMBO-lacO3-minus35cons-minus10cons-lacOsym	COMBO	lacO3	minus35cons	minus10cons	lacOsym	Induced	37.6332907046547	Yes
COMBO-lacO3-minus35cons-minus10cons-lacOscram	COMBO	lacO3	minus35cons	minus10cons	lacOscram	Induced	16.4227670059041	No
COMBO-lacO3-minus35_31A_32C-minus10cons-lacO1	COMBO	lacO3	minus35_31A_32C	minus10cons	lacO1	Induced	13.0708157654159	No
COMBO-lacO2-minus35cons-minus10cons-lacO1	COMBO	lacO2	minus35cons	minus10cons	lacO1	Induced	38.4562790314073	No
COMBO-lacO3-minus35_33T-minus10cons-lacO1	COMBO	lacO3	minus35_33T	minus10cons	lacO1	Induced	4.71002301709535	No
COMBO-lacOscram-minus35cons-minus10_12A-lacOsym	COMBO	lacOscram	minus35cons	minus10_12A	lacOsym	Induced	1.42556911804876	Yes
COMBO-lacOscram-minus35cons-minus10cons-lacOscram	COMBO	lacOscram	minus35cons	minus10cons	lacOscram	Induced	17.4684243095721	No
COMBO-lacO3-minus35_31A_32C-minus10cons-lacO2	COMBO	lacO3	minus35_31A_32C	minus10cons	lacO2	Induced	10.3134197020384	No
COMBO-lacOsym-minus35cons-minus10_12G-lacOscram	COMBO	lacOsym	minus35cons	minus10_12G	lacOscram	Induced	11.0150202191814	No
COMBO-lacO1-minus35cons-minus10cons-lacO3	COMBO	lacO1	minus35cons	minus10cons	lacO3	Induced	3.6456052579288	No
COMBO-lacOscram-minus35cons-minus10_12G-lacO2	COMBO	lacOscram	minus35cons	minus10_12G	lacO2	Induced	3.78577620562235	No
COMBO-lacO2-minus35cons-minus10_12G-lacOscram	COMBO	lacO2	minus35cons	minus10_12G	lacOscram	Induced	13.8216418146206	No
COMBO-lacOsym-minus35_30C_33T-minus10cons-lacOscram	COMBO	lacOsym	minus35_30C_33T	minus10cons	lacOscram	Induced	1.32309328623963	No
COMBO-lacOsym-minus35_33T-minus10cons-lacO2	COMBO	lacOsym	minus35_33T	minus10cons	lacO2	Induced	6.06675914858586	No
COMBO-lacOscram-minus35_30C_33T-minus10cons-lacOscram	COMBO	lacOscram	minus35_30C_33T	minus10cons	lacOscram	Induced	1.16266193460696	No
COMBO-lacOscram-minus35cons-minus10_7A-lacO2	COMBO	lacOscram	minus35cons	minus10_7A	lacO2	Induced	1.60889345962135	No
COMBO-lacOscram-minus35_33T-minus10cons-lacOsym	COMBO	lacOscram	minus35_33T	minus10cons	lacOsym	Induced	4.86818656278254	Yes
COMBO-lacO2-minus35cons-minus10_12A-lacO2	COMBO	lacO2	minus35cons	minus10_12A	lacO2	Induced	1.6882367629229	No
COMBO-lacO2-minus35_30C_33T-minus10cons-lacOscram	COMBO	lacO2	minus35_30C_33T	minus10cons	lacOscram	Induced	2.09149277145163	No
DISTAL-lacOsym-29-minus35_33T-lacO2_core-minus10cons	DISTAL	lacOsym	minus35_33T	minus10cons	lacO2	Induced	11.9724857211803	No
DISTAL-lacO2-29-minus35cons-lacO1_core-minus10_12G	DISTAL	lacO2	minus35cons	minus10_12G	lacO1	Induced	10.796056074915	No
DISTAL-lacO2-29-minus35_33T-lacOscram_core-minus10cons	DISTAL	lacO2	minus35_33T	minus10cons	lacOscram	Induced	17.7594956219452	No
DISTAL-lacO2-29-minus35cons-lacO2_core-minus10_7A	DISTAL	lacO2	minus35cons	minus10_7A	lacO2	Induced	11.1680399454764	No
DISTAL-lacOscram-29-minus35cons-lacO2_core-minus10cons	DISTAL	lacOscram	minus35cons	minus10cons	lacO2	Induced	15.0159606287732	No
DISTAL-lacO2-29-minus35_30C_33T-lacOsym_core-minus10cons	DISTAL	lacO2	minus35_30C_33T	minus10cons	lacOsym	Induced	1.01161355432431	Yes
DISTAL-lacO1-29-minus35cons-lacO3_core-minus10_12G	DISTAL	lacO1	minus35cons	minus10_12G	lacO3	Induced	2.28634399961498	No
DISTAL-lacOsym-29-minus35cons-lacO1_core-minus10_12A	DISTAL	lacOsym	minus35cons	minus10_12A	lacO1	Induced	1.69674508677885	No
DISTAL-lacOsym-29-minus35cons-lacO2_core-minus10cons	DISTAL	lacOsym	minus35cons	minus10cons	lacO2	Induced	28.4551234495784	No
DISTAL-lacO2-29-minus35_30C_33T-lacO2_core-minus10cons	DISTAL	lacO2	minus35_30C_33T	minus10cons	lacO2	Induced	1.01212568490492	No
DISTAL-lacO3-29-minus35cons-lacO1_core-minus10_7A	DISTAL	lacO3	minus35cons	minus10_7A	lacO1	Induced	2.65366956144307	No
DISTAL-lacO1-29-minus35cons-lacOsym_core-minus10_12A	DISTAL	lacO1	minus35cons	minus10_12A	lacOsym	Induced	1.05951202199255	Yes
DISTAL-lacO1-29-minus35_30C_33T-lacO1_core-minus10cons	DISTAL	lacO1	minus35_30C_33T	minus10cons	lacO1	Induced	1.99622021787311	No
DISTAL-lacO1-29-minus35cons-lacO2_core-minus10_12G	DISTAL	lacO1	minus35cons	minus10_12G	lacO2	Induced	14.231120629963	No
DISTAL-lacO2-29-minus35_31A_32C-lacOscram_core-minus10cons	DISTAL	lacO2	minus35_31A_32C	minus10cons	lacOscram	Induced	22.9938293652341	No
DISTAL-lacO1-29-minus35cons-lacOscram_core-minus10_7A	DISTAL	lacO1	minus35cons	minus10_7A	lacOscram	Induced	10.0072974814099	No
DISTAL-lacOscram-29-minus35cons-lacOscram_core-minus10cons	DISTAL	lacOscram	minus35cons	minus10cons	lacOscram	Induced	25.6589643977063	No
DISTAL-lacO2-29-minus35_33T-lacOsym_core-minus10cons	DISTAL	lacO2	minus35_33T	minus10cons	lacOsym	Induced	3.76310272655074	Yes
DISTAL-lacO3-29-minus35cons-lacOscram_core-minus10_12A	DISTAL	lacO3	minus35cons	minus10_12A	lacOscram	Induced	8.75269200854571	No
DISTAL-lacOsym-29-minus35cons-lacO3_core-minus10_12G	DISTAL	lacOsym	minus35cons	minus10_12G	lacO3	Induced	1.22887022964422	No
DISTAL-lacO2-29-minus35cons-lacO3_core-minus10_7A	DISTAL	lacO2	minus35cons	minus10_7A	lacO3	Induced	2.86768952984808	No
DISTAL-lacOsym-29-minus35cons-lacO1_core-minus10cons	DISTAL	lacOsym	minus35cons	minus10cons	lacO1	Induced	28.8572990632071	No
DISTAL-lacO3-29-minus35cons-lacOsym_core-minus10_7A	DISTAL	lacO3	minus35cons	minus10_7A	lacOsym	Induced	1.41549918814137	Yes
DISTAL-lacO1-29-minus35_33T-lacO3_core-minus10cons	DISTAL	lacO1	minus35_33T	minus10cons	lacO3	Induced	1.78396124550666	No
DISTAL-lacO3-29-minus35_31A_32C-lacOsym_core-minus10cons	DISTAL	lacO3	minus35_31A_32C	minus10cons	lacOsym	Induced	9.13841610477453	Yes
DISTAL-lacO2-29-minus35_31A_32C-lacO2_core-minus10cons	DISTAL	lacO2	minus35_31A_32C	minus10cons	lacO2	Induced	21.6450109365401	No
DISTAL-lacO3-29-minus35_33T-lacO3_core-minus10cons	DISTAL	lacO3	minus35_33T	minus10cons	lacO3	Induced	6.48314726209463	No
DISTAL-lacOsym-29-minus35_33T-lacOsym_core-minus10cons	DISTAL	lacOsym	minus35_33T	minus10cons	lacOsym	Induced	2.06182701264474	Yes
DISTAL-lacO3-29-minus35cons-lacOscram_core-minus10cons	DISTAL	lacO3	minus35cons	minus10cons	lacOscram	Induced	12.0763825616913	No
DISTAL-lacO3-29-minus35_31A_32C-lacO1_core-minus10cons	DISTAL	lacO3	minus35_31A_32C	minus10cons	lacO1	Induced	33.9798054039187	No
DISTAL-lacOsym-29-minus35cons-lacOsym_core-minus10_7A	DISTAL	lacOsym	minus35cons	minus10_7A	lacOsym	Induced	2.083035086261	Yes
DISTAL-lacO3-29-minus35_30C_33T-lacO2_core-minus10cons	DISTAL	lacO3	minus35_30C_33T	minus10cons	lacO2	Induced	0.931386386457073	No
DISTAL-lacO2-29-minus35cons-lacO2_core-minus10cons	DISTAL	lacO2	minus35cons	minus10cons	lacO2	Induced	62.6955220961732	No
DISTAL-lacOscram-29-minus35_30C_33T-lacO2_core-minus10cons	DISTAL	lacOscram	minus35_30C_33T	minus10cons	lacO2	Induced	1.50681083210223	No
DISTAL-lacO2-29-minus35cons-lacOscram_core-minus10_12G	DISTAL	lacO2	minus35cons	minus10_12G	lacOscram	Induced	53.905573460468	No
DISTAL-lacO3-29-minus35_30C_33T-lacOscram_core-minus10cons	DISTAL	lacO3	minus35_30C_33T	minus10cons	lacOscram	Induced	6.50165070350402	No
DISTAL-lacO3-29-minus35_30C_33T-lacO1_core-minus10cons	DISTAL	lacO3	minus35_30C_33T	minus10cons	lacO1	Induced	1.6522273936968	No
DISTAL-lacOscram-29-minus35_33T-lacO2_core-minus10cons	DISTAL	lacOscram	minus35_33T	minus10cons	lacO2	Induced	5.92251789447628	No
DISTAL-lacO1-29-minus35_33T-lacO2_core-minus10cons	DISTAL	lacO1	minus35_33T	minus10cons	lacO2	Induced	11.405632464446	No
DISTAL-lacO1-29-minus35cons-lacO3_core-minus10cons	DISTAL	lacO1	minus35cons	minus10cons	lacO3	Induced	15.5600141429555	No
DISTAL-lacO2-29-minus35_30C_33T-lacOscram_core-minus10cons	DISTAL	lacO2	minus35_30C_33T	minus10cons	lacOscram	Induced	5.79465061661748	No
DISTAL-lacO1-29-minus35cons-lacO2_core-minus10_12A	DISTAL	lacO1	minus35cons	minus10_12A	lacO2	Induced	0.777071257884126	No
DISTAL-lacO2-29-minus35cons-lacOscram_core-minus10cons	DISTAL	lacO2	minus35cons	minus10cons	lacOscram	Induced	17.1648375622501	No
DISTAL-lacOsym-29-minus35cons-lacOsym_core-minus10cons	DISTAL	lacOsym	minus35cons	minus10cons	lacOsym	Induced	39.3892531698865	Yes
DISTAL-lacO1-29-minus35_33T-lacOsym_core-minus10cons	DISTAL	lacO1	minus35_33T	minus10cons	lacOsym	Induced	7.57167311496335	Yes
DISTAL-lacO2-29-minus35_31A_32C-lacO1_core-minus10cons	DISTAL	lacO2	minus35_31A_32C	minus10cons	lacO1	Induced	6.10803816408069	No
DISTAL-lacOsym-29-minus35_31A_32C-lacOscram_core-minus10cons	DISTAL	lacOsym	minus35_31A_32C	minus10cons	lacOscram	Induced	12.3073392653583	No
DISTAL-lacO3-29-minus35_30C_33T-lacOsym_core-minus10cons	DISTAL	lacO3	minus35_30C_33T	minus10cons	lacOsym	Induced	0.631329065450773	Yes
DISTAL-lacO2-29-minus35_31A_32C-lacOsym_core-minus10cons	DISTAL	lacO2	minus35_31A_32C	minus10cons	lacOsym	Induced	8.96318836706874	Yes
DISTAL-lacOsym-29-minus35cons-lacO3_core-minus10cons	DISTAL	lacOsym	minus35cons	minus10cons	lacO3	Induced	21.0176426378063	No
DISTAL-lacOscram-29-minus35_30C_33T-lacOscram_core-minus10cons	DISTAL	lacOscram	minus35_30C_33T	minus10cons	lacOscram	Induced	1.44417365042888	No
DISTAL-lacO1-29-minus35_33T-lacOscram_core-minus10cons	DISTAL	lacO1	minus35_33T	minus10cons	lacOscram	Induced	5.5753534059311	No
DISTAL-lacO2-29-minus35cons-lacOscram_core-minus10_7A	DISTAL	lacO2	minus35cons	minus10_7A	lacOscram	Induced	14.3745255342734	No
DISTAL-lacOscram-29-minus35cons-lacO3_core-minus10_7A	DISTAL	lacOscram	minus35cons	minus10_7A	lacO3	Induced	3.38861610089804	No
DISTAL-lacOsym-29-minus35_30C_33T-lacOsym_core-minus10cons	DISTAL	lacOsym	minus35_30C_33T	minus10cons	lacOsym	Induced	0.535383060935513	Yes
DISTAL-lacOsym-29-minus35_30C_33T-lacO1_core-minus10cons	DISTAL	lacOsym	minus35_30C_33T	minus10cons	lacO1	Induced	1.22098536151326	No
DISTAL-lacOsym-29-minus35_33T-lacO1_core-minus10cons	DISTAL	lacOsym	minus35_33T	minus10cons	lacO1	Induced	5.53323076727395	No
DISTAL-lacO3-29-minus35cons-lacOscram_core-minus10_7A	DISTAL	lacO3	minus35cons	minus10_7A	lacOscram	Induced	18.1193203947597	No
DISTAL-lacOscram-29-minus35_30C_33T-lacO3_core-minus10cons	DISTAL	lacOscram	minus35_30C_33T	minus10cons	lacO3	Induced	1.00663209762127	No
DISTAL-lacOsym-29-minus35cons-lacOscram_core-minus10_12A	DISTAL	lacOsym	minus35cons	minus10_12A	lacOscram	Induced	23.3874021077623	No
DISTAL-lacOscram-29-minus35cons-lacO2_core-minus10_12A	DISTAL	lacOscram	minus35cons	minus10_12A	lacO2	Induced	2.16790581335173	No
DISTAL-lacO2-29-minus35cons-lacOsym_core-minus10_12G	DISTAL	lacO2	minus35cons	minus10_12G	lacOsym	Induced	7.66494460515358	Yes
DISTAL-lacO3-29-minus35_33T-lacOsym_core-minus10cons	DISTAL	lacO3	minus35_33T	minus10cons	lacOsym	Induced	7.56916677110818	Yes
DISTAL-lacOscram-29-minus35cons-lacO3_core-minus10_12A	DISTAL	lacOscram	minus35cons	minus10_12A	lacO3	Induced	0.626400898492682	No
DISTAL-lacOscram-29-minus35_30C_33T-lacOsym_core-minus10cons	DISTAL	lacOscram	minus35_30C_33T	minus10cons	lacOsym	Induced	1.14805211803973	Yes
DISTAL-lacOscram-29-minus35_30C_33T-lacO1_core-minus10cons	DISTAL	lacOscram	minus35_30C_33T	minus10cons	lacO1	Induced	1.98942468768645	No
DISTAL-lacOscram-29-minus35cons-lacO3_core-minus10_12G	DISTAL	lacOscram	minus35cons	minus10_12G	lacO3	Induced	2.33329667865672	No
DISTAL-lacO1-29-minus35_30C_33T-lacOsym_core-minus10cons	DISTAL	lacO1	minus35_30C_33T	minus10cons	lacOsym	Induced	0.743189786501412	Yes
DISTAL-lacO2-29-minus35cons-lacO1_core-minus10_12A	DISTAL	lacO2	minus35cons	minus10_12A	lacO1	Induced	1.29038870687579	No
DISTAL-lacO1-29-minus35cons-lacO1_core-minus10cons	DISTAL	lacO1	minus35cons	minus10cons	lacO1	Induced	57.2454506831337	No
DISTAL-lacO3-29-minus35cons-lacO2_core-minus10cons	DISTAL	lacO3	minus35cons	minus10cons	lacO2	Induced	29.6034751134766	No
DISTAL-lacO1-29-minus35_31A_32C-lacO3_core-minus10cons	DISTAL	lacO1	minus35_31A_32C	minus10cons	lacO3	Induced	6.39781022260073	No
DISTAL-lacOscram-29-minus35cons-lacOscram_core-minus10_7A	DISTAL	lacOscram	minus35cons	minus10_7A	lacOscram	Induced	11.2428709556638	No
DISTAL-lacO2-29-minus35cons-lacOscram_core-minus10_12A	DISTAL	lacO2	minus35cons	minus10_12A	lacOscram	Induced	10.4029289105047	No
DISTAL-lacO3-29-minus35_33T-lacO2_core-minus10cons	DISTAL	lacO3	minus35_33T	minus10cons	lacO2	Induced	3.36954322195611	No
DISTAL-lacO3-29-minus35_31A_32C-lacO3_core-minus10cons	DISTAL	lacO3	minus35_31A_32C	minus10cons	lacO3	Induced	2.11952716447234	No
DISTAL-lacO3-29-minus35cons-lacO2_core-minus10_12G	DISTAL	lacO3	minus35cons	minus10_12G	lacO2	Induced	11.7208154085995	No
DISTAL-lacO1-29-minus35cons-lacOscram_core-minus10cons	DISTAL	lacO1	minus35cons	minus10cons	lacOscram	Induced	20.9020533162658	No
