"name" "Library" "Distal" "Min_35" "Min_10" "Prox.Core" "Condition" "Expression" "Sym"
"305" "DISTAL-lacOscram-29-minus35cons-lacOsym_core-minus10_12A" "DISTAL" "lacOscram" "minus35cons" "minus10_12A" "lacOsym" "UnInduced" 2.11665330061968 "Yes"
"306" "COMBO-lacOsym-minus35_30C_33T-minus10cons-lacOsym" "COMBO" "lacOsym" "minus35_30C_33T" "minus10cons" "lacOsym" "Induced" 0.524904183347773 "Yes"
"307" "COMBO-lacO1-minus35_31A_32C-minus10cons-lacO1" "COMBO" "lacO1" "minus35_31A_32C" "minus10cons" "lacO1" "Induced" 17.1365527340113 "No"
"308" "COMBO-lacOsym-minus35cons-minus10cons-lacO3" "COMBO" "lacOsym" "minus35cons" "minus10cons" "lacO3" "Induced" 10.2342603966943 "No"
"309" "COMBO-lacO2-minus35_33T-minus10cons-lacOscram" "COMBO" "lacO2" "minus35_33T" "minus10cons" "lacOscram" "Induced" 3.24171742495625 "No"
"310" "COMBO-lacO3-minus35_30C_33T-minus10cons-lacO2" "COMBO" "lacO3" "minus35_30C_33T" "minus10cons" "lacO2" "Induced" 1.05242233499405 "No"
"311" "COMBO-lacOsym-minus35cons-minus10_12A-lacO2" "COMBO" "lacOsym" "minus35cons" "minus10_12A" "lacO2" "Induced" 1.43940025105511 "No"
"312" "COMBO-lacOscram-minus35cons-minus10_12G-lacO3" "COMBO" "lacOscram" "minus35cons" "minus10_12G" "lacO3" "Induced" 10.9875596955012 "No"
"313" "COMBO-lacOscram-minus35cons-minus10_7A-lacO3" "COMBO" "lacOscram" "minus35cons" "minus10_7A" "lacO3" "Induced" 3.53529372797196 "No"
"314" "COMBO-lacO3-minus35cons-minus10_12A-lacOscram" "COMBO" "lacO3" "minus35cons" "minus10_12A" "lacOscram" "Induced" 1.4255820345293 "No"
"315" "COMBO-lacO1-minus35_31A_32C-minus10cons-lacO2" "COMBO" "lacO1" "minus35_31A_32C" "minus10cons" "lacO2" "Induced" 25.0981071739464 "No"
"316" "COMBO-lacOsym-minus35cons-minus10cons-lacO1" "COMBO" "lacOsym" "minus35cons" "minus10cons" "lacO1" "Induced" 23.1936213451773 "No"
"317" "COMBO-lacOscram-minus35_33T-minus10cons-lacO2" "COMBO" "lacOscram" "minus35_33T" "minus10cons" "lacO2" "Induced" 3.09678520681135 "No"
"318" "COMBO-lacO1-minus35_31A_32C-minus10cons-lacO3" "COMBO" "lacO1" "minus35_31A_32C" "minus10cons" "lacO3" "Induced" 7.04897902470001 "No"
"319" "COMBO-lacO1-minus35cons-minus10_12A-lacO1" "COMBO" "lacO1" "minus35cons" "minus10_12A" "lacO1" "Induced" 1.21819204169771 "No"
"320" "COMBO-lacOscram-minus35_30C_33T-minus10cons-lacO2" "COMBO" "lacOscram" "minus35_30C_33T" "minus10cons" "lacO2" "Induced" 1.74789712793409 "No"
"321" "COMBO-lacO1-minus35_33T-minus10cons-lacO3" "COMBO" "lacO1" "minus35_33T" "minus10cons" "lacO3" "Induced" 5.53192854129542 "No"
"322" "COMBO-lacO1-minus35cons-minus10_12G-lacO3" "COMBO" "lacO1" "minus35cons" "minus10_12G" "lacO3" "Induced" 1.31925655839733 "No"
"323" "COMBO-lacO2-minus35_30C_33T-minus10cons-lacOsym" "COMBO" "lacO2" "minus35_30C_33T" "minus10cons" "lacOsym" "Induced" 1.51792022628665 "Yes"
"324" "COMBO-lacO2-minus35_31A_32C-minus10cons-lacOsym" "COMBO" "lacO2" "minus35_31A_32C" "minus10cons" "lacOsym" "Induced" 2.78062223649561 "Yes"
"325" "COMBO-lacOsym-minus35_33T-minus10cons-lacO1" "COMBO" "lacOsym" "minus35_33T" "minus10cons" "lacO1" "Induced" 3.17854277606308 "No"
"326" "COMBO-lacO3-minus35cons-minus10cons-lacO1" "COMBO" "lacO3" "minus35cons" "minus10cons" "lacO1" "Induced" 39.7014282883161 "No"
"327" "COMBO-lacOscram-minus35_33T-minus10cons-lacO1" "COMBO" "lacOscram" "minus35_33T" "minus10cons" "lacO1" "Induced" 4.36952967059178 "No"
"328" "COMBO-lacO3-minus35_33T-minus10cons-lacO2" "COMBO" "lacO3" "minus35_33T" "minus10cons" "lacO2" "Induced" 2.3686257804224 "No"
"329" "COMBO-lacO1-minus35cons-minus10_7A-lacO2" "COMBO" "lacO1" "minus35cons" "minus10_7A" "lacO2" "Induced" 7.99453430044564 "No"
"330" "COMBO-lacOsym-minus35_30C_33T-minus10cons-lacO1" "COMBO" "lacOsym" "minus35_30C_33T" "minus10cons" "lacO1" "Induced" 2.28542846420865 "No"
"331" "COMBO-lacOscram-minus35_30C_33T-minus10cons-lacO1" "COMBO" "lacOscram" "minus35_30C_33T" "minus10cons" "lacO1" "Induced" 2.1532464539137 "No"
"332" "COMBO-lacOscram-minus35_31A_32C-minus10cons-lacOsym" "COMBO" "lacOscram" "minus35_31A_32C" "minus10cons" "lacOsym" "Induced" 9.34174339048863 "Yes"
"333" "COMBO-lacO3-minus35cons-minus10_12G-lacOsym" "COMBO" "lacO3" "minus35cons" "minus10_12G" "lacOsym" "Induced" 7.9659992195816 "Yes"
"334" "COMBO-lacO2-minus35_30C_33T-minus10cons-lacO1" "COMBO" "lacO2" "minus35_30C_33T" "minus10cons" "lacO1" "Induced" 1.75139021068763 "No"
"335" "COMBO-lacO3-minus35cons-minus10_7A-lacO2" "COMBO" "lacO3" "minus35cons" "minus10_7A" "lacO2" "Induced" 1.886218464737 "No"
"336" "COMBO-lacOsym-minus35cons-minus10_7A-lacOsym" "COMBO" "lacOsym" "minus35cons" "minus10_7A" "lacOsym" "Induced" 0.612885713406743 "Yes"
"337" "COMBO-lacOscram-minus35cons-minus10_12A-lacO1" "COMBO" "lacOscram" "minus35cons" "minus10_12A" "lacO1" "Induced" 1.1249491095153 "No"
"338" "COMBO-lacOsym-minus35cons-minus10cons-lacOscram" "COMBO" "lacOsym" "minus35cons" "minus10cons" "lacOscram" "Induced" 15.1698899526092 "No"
"339" "COMBO-lacO1-minus35cons-minus10_12G-lacOscram" "COMBO" "lacO1" "minus35cons" "minus10_12G" "lacOscram" "Induced" 2.3363843186919 "No"
"340" "COMBO-lacO3-minus35_33T-minus10cons-lacOscram" "COMBO" "lacO3" "minus35_33T" "minus10cons" "lacOscram" "Induced" 7.97956893511417 "No"
"341" "COMBO-lacO1-minus35cons-minus10_12G-lacOsym" "COMBO" "lacO1" "minus35cons" "minus10_12G" "lacOsym" "Induced" 2.27814783149862 "Yes"
"342" "COMBO-lacO3-minus35cons-minus10_12G-lacO1" "COMBO" "lacO3" "minus35cons" "minus10_12G" "lacO1" "Induced" 2.42334269428488 "No"
"343" "COMBO-lacOscram-minus35_31A_32C-minus10cons-lacO3" "COMBO" "lacOscram" "minus35_31A_32C" "minus10cons" "lacO3" "Induced" 12.8138899771727 "No"
"344" "COMBO-lacO2-minus35cons-minus10cons-lacO2" "COMBO" "lacO2" "minus35cons" "minus10cons" "lacO2" "Induced" 16.2564459717034 "No"
"345" "COMBO-lacO3-minus35cons-minus10_12G-lacO2" "COMBO" "lacO3" "minus35cons" "minus10_12G" "lacO2" "Induced" 4.15280186137088 "No"
"346" "COMBO-lacO2-minus35cons-minus10_12G-lacOsym" "COMBO" "lacO2" "minus35cons" "minus10_12G" "lacOsym" "Induced" 1.50005446623094 "Yes"
"347" "COMBO-lacO1-minus35cons-minus10cons-lacOsym" "COMBO" "lacO1" "minus35cons" "minus10cons" "lacOsym" "Induced" 8.04417052501418 "Yes"
"348" "COMBO-lacOscram-minus35_30C_33T-minus10cons-lacO3" "COMBO" "lacOscram" "minus35_30C_33T" "minus10cons" "lacO3" "Induced" 0.964859375564537 "No"
"349" "COMBO-lacO1-minus35cons-minus10_7A-lacO3" "COMBO" "lacO1" "minus35cons" "minus10_7A" "lacO3" "Induced" 11.7891689611147 "No"
"350" "COMBO-lacO3-minus35_30C_33T-minus10cons-lacOsym" "COMBO" "lacO3" "minus35_30C_33T" "minus10cons" "lacOsym" "Induced" 0.803358038920988 "Yes"
"351" "COMBO-lacOsym-minus35_31A_32C-minus10cons-lacOsym" "COMBO" "lacOsym" "minus35_31A_32C" "minus10cons" "lacOsym" "Induced" 1.78544530960692 "Yes"
"352" "COMBO-lacOsym-minus35cons-minus10_12A-lacOsym" "COMBO" "lacOsym" "minus35cons" "minus10_12A" "lacOsym" "Induced" 0.564295913029956 "Yes"
"353" "COMBO-lacOscram-minus35cons-minus10cons-lacOsym" "COMBO" "lacOscram" "minus35cons" "minus10cons" "lacOsym" "Induced" 16.1122119268994 "Yes"
"354" "COMBO-lacOsym-minus35cons-minus10_12G-lacOsym" "COMBO" "lacOsym" "minus35cons" "minus10_12G" "lacOsym" "Induced" 1.15100331487902 "Yes"
"355" "COMBO-lacO2-minus35cons-minus10cons-lacO3" "COMBO" "lacO2" "minus35cons" "minus10cons" "lacO3" "Induced" 22.6358584702344 "No"
"356" "COMBO-lacOscram-minus35cons-minus10cons-lacO2" "COMBO" "lacOscram" "minus35cons" "minus10cons" "lacO2" "Induced" 12.5424637291681 "No"
"357" "COMBO-lacO2-minus35cons-minus10cons-lacOsym" "COMBO" "lacO2" "minus35cons" "minus10cons" "lacOsym" "Induced" 39.4423339201522 "Yes"
"358" "COMBO-lacO2-minus35_31A_32C-minus10cons-lacO2" "COMBO" "lacO2" "minus35_31A_32C" "minus10cons" "lacO2" "Induced" 13.5164235574376 "No"
"359" "COMBO-lacOsym-minus35cons-minus10_12A-lacOscram" "COMBO" "lacOsym" "minus35cons" "minus10_12A" "lacOscram" "Induced" 1.8289025422612 "No"
"360" "COMBO-lacO1-minus35_31A_32C-minus10cons-lacOsym" "COMBO" "lacO1" "minus35_31A_32C" "minus10cons" "lacOsym" "Induced" 4.54701859930575 "Yes"
"361" "COMBO-lacO1-minus35_30C_33T-minus10cons-lacOscram" "COMBO" "lacO1" "minus35_30C_33T" "minus10cons" "lacOscram" "Induced" 1.41730952515974 "No"
"362" "COMBO-lacO2-minus35cons-minus10_12G-lacO3" "COMBO" "lacO2" "minus35cons" "minus10_12G" "lacO3" "Induced" 2.63944736012754 "No"
"363" "COMBO-lacO2-minus35_30C_33T-minus10cons-lacO3" "COMBO" "lacO2" "minus35_30C_33T" "minus10cons" "lacO3" "Induced" 0.895599073637574 "No"
"364" "COMBO-lacO3-minus35cons-minus10_7A-lacOsym" "COMBO" "lacO3" "minus35cons" "minus10_7A" "lacOsym" "Induced" 1.51060758684458 "Yes"
"365" "COMBO-lacO2-minus35cons-minus10cons-lacOscram" "COMBO" "lacO2" "minus35cons" "minus10cons" "lacOscram" "Induced" 7.84962535356142 "No"
"366" "COMBO-lacOsym-minus35cons-minus10cons-lacOsym" "COMBO" "lacOsym" "minus35cons" "minus10cons" "lacOsym" "Induced" 6.77160809476949 "Yes"
"367" "COMBO-lacO1-minus35cons-minus10cons-lacO2" "COMBO" "lacO1" "minus35cons" "minus10cons" "lacO2" "Induced" 17.21155489989 "No"
"368" "COMBO-lacOsym-minus35cons-minus10_12G-lacO3" "COMBO" "lacOsym" "minus35cons" "minus10_12G" "lacO3" "Induced" 2.22176598954547 "No"
"369" "COMBO-lacOsym-minus35cons-minus10_7A-lacO3" "COMBO" "lacOsym" "minus35cons" "minus10_7A" "lacO3" "Induced" 1.32141392868857 "No"
"370" "COMBO-lacO3-minus35_31A_32C-minus10cons-lacOscram" "COMBO" "lacO3" "minus35_31A_32C" "minus10cons" "lacOscram" "Induced" 3.77310797277169 "No"
"371" "COMBO-lacO3-minus35cons-minus10_12A-lacOsym" "COMBO" "lacO3" "minus35cons" "minus10_12A" "lacOsym" "Induced" 1.06113973080417 "Yes"
"372" "COMBO-lacOscram-minus35cons-minus10_12A-lacOscram" "COMBO" "lacOscram" "minus35cons" "minus10_12A" "lacOscram" "Induced" 1.26432147054165 "No"
"373" "COMBO-lacO2-minus35cons-minus10_12G-lacO2" "COMBO" "lacO2" "minus35cons" "minus10_12G" "lacO2" "Induced" 2.38915186715748 "No"
"374" "COMBO-lacOsym-minus35_30C_33T-minus10cons-lacO3" "COMBO" "lacOsym" "minus35_30C_33T" "minus10cons" "lacO3" "Induced" 1.56508513713704 "No"
"375" "COMBO-lacOsym-minus35cons-minus10cons-lacO2" "COMBO" "lacOsym" "minus35cons" "minus10cons" "lacO2" "Induced" 48.271920931559 "No"
"376" "COMBO-lacOscram-minus35_33T-minus10cons-lacO3" "COMBO" "lacOscram" "minus35_33T" "minus10cons" "lacO3" "Induced" 4.19165705003622 "No"
"377" "COMBO-lacOsym-minus35_33T-minus10cons-lacOsym" "COMBO" "lacOsym" "minus35_33T" "minus10cons" "lacOsym" "Induced" 0.201342079418805 "Yes"
"378" "COMBO-lacOscram-minus35cons-minus10cons-lacO3" "COMBO" "lacOscram" "minus35cons" "minus10cons" "lacO3" "Induced" 10.9443623085708 "No"
"379" "COMBO-lacOsym-minus35cons-minus10_12G-lacO2" "COMBO" "lacOsym" "minus35cons" "minus10_12G" "lacO2" "Induced" 2.61327327032177 "No"
"380" "COMBO-lacO3-minus35_33T-minus10cons-lacO3" "COMBO" "lacO3" "minus35_33T" "minus10cons" "lacO3" "Induced" 6.02892516100377 "No"
"381" "COMBO-lacO2-minus35cons-minus10_7A-lacO1" "COMBO" "lacO2" "minus35cons" "minus10_7A" "lacO1" "Induced" 1.48719674362866 "No"
"382" "COMBO-lacOscram-minus35cons-minus10_7A-lacOsym" "COMBO" "lacOscram" "minus35cons" "minus10_7A" "lacOsym" "Induced" 1.03979181605338 "Yes"
"383" "COMBO-lacOsym-minus35_31A_32C-minus10cons-lacOscram" "COMBO" "lacOsym" "minus35_31A_32C" "minus10cons" "lacOscram" "Induced" 4.8551151485525 "No"
"384" "COMBO-lacO3-minus35_30C_33T-minus10cons-lacOscram" "COMBO" "lacO3" "minus35_30C_33T" "minus10cons" "lacOscram" "Induced" 1.54677666576046 "No"
"385" "COMBO-lacO1-minus35_31A_32C-minus10cons-lacOscram" "COMBO" "lacO1" "minus35_31A_32C" "minus10cons" "lacOscram" "Induced" 7.77741761078615 "No"
"386" "COMBO-lacOscram-minus35cons-minus10_12A-lacO3" "COMBO" "lacOscram" "minus35cons" "minus10_12A" "lacO3" "Induced" 1.93929278503402 "No"
"387" "COMBO-lacOsym-minus35cons-minus10_7A-lacO2" "COMBO" "lacOsym" "minus35cons" "minus10_7A" "lacO2" "Induced" 1.79303526066297 "No"
"388" "COMBO-lacO3-minus35cons-minus10_12G-lacOscram" "COMBO" "lacO3" "minus35cons" "minus10_12G" "lacOscram" "Induced" 3.81295386943748 "No"
"389" "COMBO-lacO1-minus35_30C_33T-minus10cons-lacO2" "COMBO" "lacO1" "minus35_30C_33T" "minus10cons" "lacO2" "Induced" 0.827275030693327 "No"
"390" "COMBO-lacO3-minus35cons-minus10_7A-lacOscram" "COMBO" "lacO3" "minus35cons" "minus10_7A" "lacOscram" "Induced" 8.09999510897384 "No"
"391" "COMBO-lacO2-minus35_30C_33T-minus10cons-lacO2" "COMBO" "lacO2" "minus35_30C_33T" "minus10cons" "lacO2" "Induced" 2.94282355960588 "No"
"392" "COMBO-lacO1-minus35_33T-minus10cons-lacOscram" "COMBO" "lacO1" "minus35_33T" "minus10cons" "lacOscram" "Induced" 4.62686844490646 "No"
"393" "COMBO-lacOsym-minus35cons-minus10_12A-lacO1" "COMBO" "lacOsym" "minus35cons" "minus10_12A" "lacO1" "Induced" 0.405384035832857 "No"
"394" "COMBO-lacO3-minus35cons-minus10_7A-lacO3" "COMBO" "lacO3" "minus35cons" "minus10_7A" "lacO3" "Induced" 3.23093893551294 "No"
"395" "COMBO-lacOscram-minus35_31A_32C-minus10cons-lacO1" "COMBO" "lacOscram" "minus35_31A_32C" "minus10cons" "lacO1" "Induced" 5.32680990225863 "No"
"396" "COMBO-lacOscram-minus35cons-minus10_7A-lacOscram" "COMBO" "lacOscram" "minus35cons" "minus10_7A" "lacOscram" "Induced" 8.45276906603484 "No"
"397" "COMBO-lacO2-minus35cons-minus10_7A-lacOscram" "COMBO" "lacO2" "minus35cons" "minus10_7A" "lacOscram" "Induced" 3.43516171019568 "No"
"398" "COMBO-lacO2-minus35cons-minus10_12A-lacO3" "COMBO" "lacO2" "minus35cons" "minus10_12A" "lacO3" "Induced" 1.55976129582268 "No"
"399" "COMBO-lacO1-minus35cons-minus10cons-lacOscram" "COMBO" "lacO1" "minus35cons" "minus10cons" "lacOscram" "Induced" 30.5857505707963 "No"
"400" "COMBO-lacOscram-minus35cons-minus10_12G-lacOscram" "COMBO" "lacOscram" "minus35cons" "minus10_12G" "lacOscram" "Induced" 5.50101485226674 "No"
"401" "COMBO-lacOsym-minus35cons-minus10_7A-lacO1" "COMBO" "lacOsym" "minus35cons" "minus10_7A" "lacO1" "Induced" 1.95720843300974 "No"
"402" "COMBO-lacOsym-minus35cons-minus10_12G-lacO1" "COMBO" "lacOsym" "minus35cons" "minus10_12G" "lacO1" "Induced" 2.9501999884622 "No"
"403" "COMBO-lacO1-minus35_30C_33T-minus10cons-lacOsym" "COMBO" "lacO1" "minus35_30C_33T" "minus10cons" "lacOsym" "Induced" 0.682822730707379 "Yes"
"404" "COMBO-lacO2-minus35cons-minus10_7A-lacO2" "COMBO" "lacO2" "minus35cons" "minus10_7A" "lacO2" "Induced" 6.87271663731452 "No"
"405" "COMBO-lacOscram-minus35cons-minus10_12G-lacOsym" "COMBO" "lacOscram" "minus35cons" "minus10_12G" "lacOsym" "Induced" 2.96786236302995 "Yes"
"406" "COMBO-lacOscram-minus35_31A_32C-minus10cons-lacOscram" "COMBO" "lacOscram" "minus35_31A_32C" "minus10cons" "lacOscram" "Induced" 6.23301565108216 "No"
"407" "COMBO-lacO2-minus35cons-minus10_12A-lacOsym" "COMBO" "lacO2" "minus35cons" "minus10_12A" "lacOsym" "Induced" 1.57294364688336 "Yes"
"408" "COMBO-lacOscram-minus35cons-minus10_7A-lacO1" "COMBO" "lacOscram" "minus35cons" "minus10_7A" "lacO1" "Induced" 1.47452305023316 "No"
"409" "COMBO-lacOscram-minus35cons-minus10_12G-lacO1" "COMBO" "lacOscram" "minus35cons" "minus10_12G" "lacO1" "Induced" 2.91026521017373 "No"
"410" "COMBO-lacO1-minus35_30C_33T-minus10cons-lacO3" "COMBO" "lacO1" "minus35_30C_33T" "minus10cons" "lacO3" "Induced" 1.24354196720454 "No"
"411" "COMBO-lacO1-minus35cons-minus10_12A-lacOscram" "COMBO" "lacO1" "minus35cons" "minus10_12A" "lacOscram" "Induced" 1.5278437270757 "No"
"412" "COMBO-lacO3-minus35cons-minus10_7A-lacO1" "COMBO" "lacO3" "minus35cons" "minus10_7A" "lacO1" "Induced" 2.55542588062748 "No"
"413" "COMBO-lacO1-minus35_30C_33T-minus10cons-lacO1" "COMBO" "lacO1" "minus35_30C_33T" "minus10cons" "lacO1" "Induced" 1.00613730167295 "No"
"414" "COMBO-lacO3-minus35_31A_32C-minus10cons-lacOsym" "COMBO" "lacO3" "minus35_31A_32C" "minus10cons" "lacOsym" "Induced" 3.85716582845593 "Yes"
"415" "COMBO-lacO1-minus35cons-minus10_12A-lacO2" "COMBO" "lacO1" "minus35cons" "minus10_12A" "lacO2" "Induced" 0.740534845517154 "No"
"416" "COMBO-lacO3-minus35cons-minus10_12A-lacO2" "COMBO" "lacO3" "minus35cons" "minus10_12A" "lacO2" "Induced" 1.22216313465618 "No"
"417" "COMBO-lacO1-minus35cons-minus10_7A-lacO1" "COMBO" "lacO1" "minus35cons" "minus10_7A" "lacO1" "Induced" 2.34419110721861 "No"
"418" "COMBO-lacO2-minus35_33T-minus10cons-lacO2" "COMBO" "lacO2" "minus35_33T" "minus10cons" "lacO2" "Induced" 4.0710143271197 "No"
"419" "COMBO-lacOscram-minus35_33T-minus10cons-lacOscram" "COMBO" "lacOscram" "minus35_33T" "minus10cons" "lacOscram" "Induced" 1.9266251543247 "No"
"420" "COMBO-lacO1-minus35_33T-minus10cons-lacO1" "COMBO" "lacO1" "minus35_33T" "minus10cons" "lacO1" "Induced" 2.83617082399926 "No"
"421" "COMBO-lacOscram-minus35cons-minus10_12A-lacO2" "COMBO" "lacOscram" "minus35cons" "minus10_12A" "lacO2" "Induced" 1.98750400267375 "No"
"422" "COMBO-lacOsym-minus35_31A_32C-minus10cons-lacO1" "COMBO" "lacOsym" "minus35_31A_32C" "minus10cons" "lacO1" "Induced" 5.17157297645742 "No"
"423" "COMBO-lacO2-minus35_31A_32C-minus10cons-lacO3" "COMBO" "lacO2" "minus35_31A_32C" "minus10cons" "lacO3" "Induced" 9.12532015429599 "No"
"424" "COMBO-lacO2-minus35cons-minus10_7A-lacO3" "COMBO" "lacO2" "minus35cons" "minus10_7A" "lacO3" "Induced" 2.22668087208154 "No"
"425" "COMBO-lacO2-minus35_31A_32C-minus10cons-lacOscram" "COMBO" "lacO2" "minus35_31A_32C" "minus10cons" "lacOscram" "Induced" 5.79587057874421 "No"
"426" "COMBO-lacO2-minus35cons-minus10_12A-lacOscram" "COMBO" "lacO2" "minus35cons" "minus10_12A" "lacOscram" "Induced" 3.58192388966383 "No"
"427" "COMBO-lacOscram-minus35cons-minus10cons-lacO1" "COMBO" "lacOscram" "minus35cons" "minus10cons" "lacO1" "Induced" 22.4971380434897 "No"
"428" "COMBO-lacO2-minus35cons-minus10_12G-lacO1" "COMBO" "lacO2" "minus35cons" "minus10_12G" "lacO1" "Induced" 1.32152697985897 "No"
"429" "COMBO-lacOscram-minus35_31A_32C-minus10cons-lacO2" "COMBO" "lacOscram" "minus35_31A_32C" "minus10cons" "lacO2" "Induced" 6.57100566272393 "No"
"430" "COMBO-lacO1-minus35_33T-minus10cons-lacOsym" "COMBO" "lacO1" "minus35_33T" "minus10cons" "lacOsym" "Induced" 1.26533828573253 "Yes"
"431" "COMBO-lacO2-minus35_33T-minus10cons-lacOsym" "COMBO" "lacO2" "minus35_33T" "minus10cons" "lacOsym" "Induced" 2.444241400755 "Yes"
"432" "COMBO-lacO2-minus35cons-minus10_7A-lacOsym" "COMBO" "lacO2" "minus35cons" "minus10_7A" "lacOsym" "Induced" 2.59210995402946 "Yes"
"433" "COMBO-lacO1-minus35cons-minus10_12G-lacO2" "COMBO" "lacO1" "minus35cons" "minus10_12G" "lacO2" "Induced" 4.6385367536223 "No"
"434" "COMBO-lacO3-minus35_30C_33T-minus10cons-lacO1" "COMBO" "lacO3" "minus35_30C_33T" "minus10cons" "lacO1" "Induced" 1.56145617116017 "No"
"435" "COMBO-lacOsym-minus35_30C_33T-minus10cons-lacO2" "COMBO" "lacOsym" "minus35_30C_33T" "minus10cons" "lacO2" "Induced" 1.06392381018921 "No"
"436" "COMBO-lacO1-minus35cons-minus10_7A-lacOscram" "COMBO" "lacO1" "minus35cons" "minus10_7A" "lacOscram" "Induced" 4.9435290356134 "No"
"437" "COMBO-lacOsym-minus35_33T-minus10cons-lacOscram" "COMBO" "lacOsym" "minus35_33T" "minus10cons" "lacOscram" "Induced" 3.0740339693046 "No"
"438" "COMBO-lacO2-minus35cons-minus10_12A-lacO1" "COMBO" "lacO2" "minus35cons" "minus10_12A" "lacO1" "Induced" 2.72240294190323 "No"
"439" "COMBO-lacO2-minus35_31A_32C-minus10cons-lacO1" "COMBO" "lacO2" "minus35_31A_32C" "minus10cons" "lacO1" "Induced" 10.9995866855808 "No"
"440" "COMBO-lacO1-minus35cons-minus10_12G-lacO1" "COMBO" "lacO1" "minus35cons" "minus10_12G" "lacO1" "Induced" 2.58006900474871 "No"
"441" "COMBO-lacO1-minus35_33T-minus10cons-lacO2" "COMBO" "lacO1" "minus35_33T" "minus10cons" "lacO2" "Induced" 2.18352556764764 "No"
"442" "COMBO-lacO3-minus35cons-minus10_12G-lacO3" "COMBO" "lacO3" "minus35cons" "minus10_12G" "lacO3" "Induced" 3.4767147731544 "No"
"443" "COMBO-lacO2-minus35_33T-minus10cons-lacO3" "COMBO" "lacO2" "minus35_33T" "minus10cons" "lacO3" "Induced" 2.99561891742343 "No"
"444" "COMBO-lacO3-minus35cons-minus10cons-lacOsym" "COMBO" "lacO3" "minus35cons" "minus10cons" "lacOsym" "Induced" 37.6332907046547 "Yes"
"445" "COMBO-lacO3-minus35cons-minus10cons-lacOscram" "COMBO" "lacO3" "minus35cons" "minus10cons" "lacOscram" "Induced" 16.4227670059041 "No"
"446" "COMBO-lacO3-minus35_31A_32C-minus10cons-lacO1" "COMBO" "lacO3" "minus35_31A_32C" "minus10cons" "lacO1" "Induced" 13.0708157654159 "No"
"447" "COMBO-lacO2-minus35cons-minus10cons-lacO1" "COMBO" "lacO2" "minus35cons" "minus10cons" "lacO1" "Induced" 38.4562790314073 "No"
"448" "COMBO-lacO3-minus35_33T-minus10cons-lacO1" "COMBO" "lacO3" "minus35_33T" "minus10cons" "lacO1" "Induced" 4.71002301709535 "No"
"449" "COMBO-lacOscram-minus35cons-minus10_12A-lacOsym" "COMBO" "lacOscram" "minus35cons" "minus10_12A" "lacOsym" "Induced" 1.42556911804876 "Yes"
"450" "COMBO-lacOscram-minus35cons-minus10cons-lacOscram" "COMBO" "lacOscram" "minus35cons" "minus10cons" "lacOscram" "Induced" 17.4684243095721 "No"
"451" "COMBO-lacO3-minus35_31A_32C-minus10cons-lacO2" "COMBO" "lacO3" "minus35_31A_32C" "minus10cons" "lacO2" "Induced" 10.3134197020384 "No"
"452" "COMBO-lacOsym-minus35cons-minus10_12G-lacOscram" "COMBO" "lacOsym" "minus35cons" "minus10_12G" "lacOscram" "Induced" 11.0150202191814 "No"
"453" "COMBO-lacO1-minus35cons-minus10cons-lacO3" "COMBO" "lacO1" "minus35cons" "minus10cons" "lacO3" "Induced" 3.6456052579288 "No"
"454" "COMBO-lacOscram-minus35cons-minus10_12G-lacO2" "COMBO" "lacOscram" "minus35cons" "minus10_12G" "lacO2" "Induced" 3.78577620562235 "No"
"455" "COMBO-lacO2-minus35cons-minus10_12G-lacOscram" "COMBO" "lacO2" "minus35cons" "minus10_12G" "lacOscram" "Induced" 13.8216418146206 "No"
"456" "COMBO-lacOsym-minus35_30C_33T-minus10cons-lacOscram" "COMBO" "lacOsym" "minus35_30C_33T" "minus10cons" "lacOscram" "Induced" 1.32309328623963 "No"
"457" "COMBO-lacOsym-minus35_33T-minus10cons-lacO2" "COMBO" "lacOsym" "minus35_33T" "minus10cons" "lacO2" "Induced" 6.06675914858586 "No"
"458" "COMBO-lacOscram-minus35_30C_33T-minus10cons-lacOscram" "COMBO" "lacOscram" "minus35_30C_33T" "minus10cons" "lacOscram" "Induced" 1.16266193460696 "No"
"459" "COMBO-lacOscram-minus35cons-minus10_7A-lacO2" "COMBO" "lacOscram" "minus35cons" "minus10_7A" "lacO2" "Induced" 1.60889345962135 "No"
"460" "COMBO-lacOscram-minus35_33T-minus10cons-lacOsym" "COMBO" "lacOscram" "minus35_33T" "minus10cons" "lacOsym" "Induced" 4.86818656278254 "Yes"
"461" "COMBO-lacO2-minus35cons-minus10_12A-lacO2" "COMBO" "lacO2" "minus35cons" "minus10_12A" "lacO2" "Induced" 1.6882367629229 "No"
"462" "COMBO-lacO2-minus35_30C_33T-minus10cons-lacOscram" "COMBO" "lacO2" "minus35_30C_33T" "minus10cons" "lacOscram" "Induced" 2.09149277145163 "No"
"463" "DISTAL-lacOsym-29-minus35_33T-lacO2_core-minus10cons" "DISTAL" "lacOsym" "minus35_33T" "minus10cons" "lacO2" "Induced" 11.9724857211803 "No"
"464" "DISTAL-lacO2-29-minus35cons-lacO1_core-minus10_12G" "DISTAL" "lacO2" "minus35cons" "minus10_12G" "lacO1" "Induced" 10.796056074915 "No"
"465" "DISTAL-lacO2-29-minus35_33T-lacOscram_core-minus10cons" "DISTAL" "lacO2" "minus35_33T" "minus10cons" "lacOscram" "Induced" 17.7594956219452 "No"
